uid,crop_name,main_stage,sub_stage_name,start_day,end_day,data_source,created_at,updated_at,deleted_at,susceptible_pests,pest_risk_factors,pest_management,susceptible_diseases,disease_risk_factors,disease_management,env_conditions
csk_1a78a8c8-9a86-4f2a-9d0b-23becf5c03a8,garlic,Sprouting and Establishment,Sprouting and Root Development,1,15,llm,2026-06-26 12:53:34.598380+00:00,2026-06-26 12:53:34.598380+00:00,,"onion thrips, root maggots, cutworms","dry weather with high heat, planting garlic cloves too shallow, using unrotted cow dung manure","Field care: Keep the soil moist but not wet, and gently press down any loose soil around the sprouts. Natural control: Spray neem oil mixed with soapy water on the young shoots. Spray if needed: Use a mild, clear liquid insecticide from the local store if you see tiny yellow insects crawling on the leaves. Always check the soil for worms before watering.","clove rot, damping-off, blue mold","water standing in the fields, planting damaged or diseased cloves, very heavy clay soil",Field care: Make sure excess water drains out of the field quickly and do not overwater. Natural control: Mix friendly bio-fungicide powder like Trichoderma into the soil around the sprouts. Spray if needed: Spray a basic copper-based medicine on the soil and sprouts if you see young plants rotting at the base. Keep the field free of weeds to let the soil breathe.,"{""uv_index"": ""4-6"", ""temp_max_c"": ""25"", ""temp_min_c"": ""5"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""15-18"", ""irrigation_mm"": ""25-30"", ""optimal_temp_c"": ""15-20"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""60-70"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_097aad3c-be30-400f-b16d-4d431b241728,garlic,Vegetative Growth,Early Leaf Development,16,45,llm,2026-06-26 12:53:34.598380+00:00,2026-06-26 12:53:34.598380+00:00,,"Thrips, onion maggots, cutworms","Dry weather with high temperatures, cloudy days, and keeping the soil too dry for long periods","Field care: Keep the field free of weeds as they hide pests, and lightly hoe the soil to expose pests to the sun. Natural control: Spray neem oil mixed with soapy water on the leaves, or use blue sticky cards in the field to trap the flying pests. Spray if needed: If the pest attack is very high, spray a mild insecticide recommended by your local cooperative during early morning or evening hours.","Purple blotch, damping-off, bulb rot","Too much water in the soil, water standing in the field, cloudy weather, and planting garlic cloves too close to each other","Field care: Make sure extra water drains out of the field quickly and do not overwater. Natural control: Mix friendly bio-fungicides like Trichoderma powder in the soil or spray it on the young plants. Spray if needed: If you see yellow or purple spots on the leaves, spray a basic copper-based medicine mixed in water on a clear, sunny day.","{""uv_index"": ""4-6"", ""temp_max_c"": ""30"", ""temp_min_c"": ""5"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""15-25"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""60-75"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_55728181-36f0-435e-b663-422cb9b68afc,gooseberry,Reproductive Phase,Flowering and Pollination,241,280,llm,2026-07-01 13:28:12.200910+00:00,2026-07-01 13:28:12.200910+00:00,,"shoot gall maker, bark eating caterpillar, aphids","cloudy weather, high humidity, and dense branches that block sunlight","Field care: Prune and burn any damaged shoots and clean the bark of the trees. Natural control: Spray neem oil mixed with soapy water on the branches to keep pests away. Spray if needed: Use a mild, safe insect spray only on affected branches to protect the flowers.","rust, powdery mildew","cool nights with heavy morning dew and damp, shaded orchard conditions",Field care: Keep the ground under the trees clean and remove all fallen leaves. Natural control: Spray sour buttermilk mixed with water on the leaves to prevent white powdery patches. Spray if needed: Use a basic copper or sulphur powder spray if you see orange rust spots on the leaves.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""10"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""18-25"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""20-30"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""45-55"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""50-60""}"
csk_f2bfc6a0-602f-428f-83aa-50fc0179a803,garlic,Bulb Development,Bulb Initiation,76,100,llm,2026-06-26 12:53:34.598380+00:00,2026-06-26 12:53:34.598380+00:00,,"Thrips, onion maggots","Dry weather with high temperatures, lack of moisture in the soil, and weeds left growing in the field","Field care: Keep the field free of weeds and maintain light, regular watering to keep the soil moist. Natural control: Spray neem oil mixed with soapy water on the leaves, especially where they join. Spray if needed: Use a mild insecticide recommended by your local cooperative if you see yellow patches on leaves.","Purple blotch, downy mildew, bulb rot","Cloudy weather, high humidity, water standing in the field, and watering too late in the evening",Field care: Ensure water drains out quickly and do not let it stand around the bulbs. Natural control: Spray sour buttermilk mixed with water or use Trichoderma powder mixed in compost near the roots. Spray if needed: Apply a basic copper-based medicine on the leaves if you see purple or brown spots.,"{""uv_index"": ""5-7"", ""temp_max_c"": ""30"", ""temp_min_c"": ""10"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""30-40"", ""optimal_temp_c"": ""15-25"", ""avg_yield_kg_ha"": ""10000-12000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""40-50"", ""soil_moisture_pct"": ""60-70""}"
csk_58a47d7a-237c-4035-82c8-dcb63aa5e83e,garlic,Bulb Development,Bulb Enlargement,101,125,llm,2026-06-26 12:53:34.598380+00:00,2026-06-26 12:53:34.598380+00:00,,"Thrips, onion maggots","Dry weather, high temperatures, and cracked soil that lets flies lay eggs near the bulbs","Field care: Keep the soil moist but not wet to prevent soil cracking. Natural control: Spray neem oil mixed with soapy water on the leaves. Spray if needed: Use a mild, farmer-approved pest spray targeting the base of the plants if you see yellowing leaves.","Purple blotch, bulb rot","Cloudy weather, sudden rains, and water standing in the field for too long",Field care: Drain out any excess water immediately and stop watering ten days before harvesting. Natural control: Mix friendly bio-fungicide powder like Trichoderma in compost and apply near the roots. Spray if needed: Spray a basic copper-based medicine on the leaves if you see purple or brown spots.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""30"", ""temp_min_c"": ""10"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""30-40"", ""optimal_temp_c"": ""15-25"", ""avg_yield_kg_ha"": ""8000-12000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""50-60"", ""soil_moisture_pct"": ""60-70""}"
csk_9d811b79-430e-45e0-8902-e518ec1ed363,garlic,Maturity and Harvesting,Maturity and Drying,126,140,llm,2026-06-26 12:53:34.598380+00:00,2026-06-26 12:53:34.598380+00:00,,"Thrips, onion maggots","Dry weather, hot days, and cracked soil that lets pests reach the bulbs","Field care: Stop watering the crop completely two weeks before harvesting to let the soil dry. Natural control: Keep the field free of weeds where pests hide. Spray if needed: If you see tiny yellow or black insects on the leaves, spray neem oil mixed with soapy water.","Purple blotch, bulb rot, neck rot","Too much water in the soil, cloudy weather, and harvesting during rains","Field care: Ensure all water drains out of the field and do not damage the bulbs during digging. Natural control: Dry the harvested garlic bulbs in shade with good air flow for at least three days. Spray if needed: If you see purple spots on leaves or rotting at the neck, spray a basic copper-based medicine on the crop before harvesting.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""10"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""18-25"", ""irrigation_mm"": ""0"", ""optimal_temp_c"": ""20-30"", ""avg_yield_kg_ha"": ""10000-15000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""60-70"", ""soil_moisture_pct"": ""30-40""}"
csk_95f89511-cc3b-4486-a61d-11c119c71f4e,watermelon,Sowing and Germination,Seed Sprouting and Emergence,1,10,llm,2026-06-26 13:50:23.829661+00:00,2026-06-26 13:50:23.829661+00:00,,"red pumpkin beetle, cutworms, ants","dry soil, warm sunny days, weeds around the young sprouts, and old crop waste left in the field","Field care: Keep the field clean and remove all weeds around the new sprouts. Hand-pick the orange-red beetles in the cool morning hours. Natural control: Sprinkle wood ash on the young leaves to keep beetles away, or spray neem oil mixed with soapy water. Spray if needed: If the damage is heavy, spray a mild, basic insect medicine recommended by your local cooperative shop on the soil around the stems.","seedling rot, damping-off, collar rot","too much watering, water standing in the beds, cloudy weather, and sowing seeds too deep in heavy clay soil","Field care: Avoid overwatering and ensure extra water drains out of the beds quickly. Keep the soil loose but do not disturb the roots. Natural control: Treat the soil with friendly bio-fungus powder like Trichoderma before sowing or mix it into the wet soil. Spray if needed: If young seedlings start falling over and rotting at the base, drench the soil around them with a basic copper-based blue medicine mixed in water.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""25-30"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_ddb2b0a2-7bef-45b4-8558-749c97f7623c,watermelon,Vegetative Phase,Early Seedling and Leaf Development,11,25,llm,2026-06-26 13:50:23.829661+00:00,2026-06-26 13:50:23.829661+00:00,,"red pumpkin beetle, aphids, thrips, leaf miner","warm and sunny days, dry soil, weeds around the young plants, and lack of moisture","Field care: Hand-pick and destroy the orange-red beetles from the young leaves in the early morning when they are slow. Keep the field free of weeds. Natural control: Spray neem oil mixed with mild soap water on the leaves, or dust fine wood ash on the young seedlings early in the morning. Spray if needed: If the damage is severe, spray a mild, recommended insect-killing medicine from the local store on a clear afternoon.","damping-off, collar rot, downy mildew","cloudy weather, water pooling near the roots, clayey soil that stays wet, and sowing seeds too close to each other","Field care: Avoid overwatering and ensure extra water drains out of the field quickly. Gently loosen the soil around the base to help it dry. Natural control: Mix friendly bio-fungicide powder like Trichoderma in well-rotted cow dung and apply it near the roots. Spray if needed: If the baby plants start rotting at the base, spray a copper-based blue medicine on the soil and leaves to stop the spread.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""20-25"", ""optimal_temp_c"": ""24-30"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_8e53856a-f75b-4dfa-8883-edd2ea4d1b24,watermelon,Vegetative Phase,Vine Running and Branching,26,45,llm,2026-06-26 13:50:23.829661+00:00,2026-06-26 13:50:23.829661+00:00,,"Aphids, Thrips, Red Pumpkin Beetle, Leaf Miner","Hot and dry weather, cloudy days, weeds around the field, and too much nitrogen fertilizer.","Field care: Remove all weeds regularly and keep the field clean. Natural control: Use yellow and blue sticky traps to catch flying pests, and spray neem oil mixed with soapy water. Spray if needed: If the attack is severe, spray a mild insecticide recommended by your local cooperative during the evening hours.","Powdery Mildew, Downy Mildew, Fusarium Wilt","High humidity, cloudy weather, water logging around the roots, and planting vines too close to each other.","Field care: Avoid watering the leaves directly, channel water only to the roots, and remove any yellowing or spotted leaves immediately. Natural control: Spray sour buttermilk mixed with water or use Trichoderma bio-fungicide in the soil. Spray if needed: Spray a basic copper-based fungicide on a clear, sunny morning if spots appear on the leaves.","{""uv_index"": ""6-9"", ""temp_max_c"": ""38"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""35-45"", ""optimal_temp_c"": ""24-32"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_62f7872c-8254-4ba8-a2d2-5942dc2ff088,watermelon,Flowering and Fruit Set,Yellow Flower Budding and Pollination,46,60,llm,2026-06-26 13:50:23.829661+00:00,2026-06-26 13:50:23.829661+00:00,,"fruit fly, aphids, thrips, red pumpkin beetle","hot and dry weather, yellow flowers attracting insects, weeds around the field, water stress",Field care: Hang yellow sticky traps to catch small sucking insects and use poison bait traps for fruit flies. Natural control: Spray neem oil mixed with soapy water on the leaves. Spray if needed: Use a mild insect spray from the local store only in the evening so you do not harm the friendly honeybees that pollinate your flowers.,"powdery mildew, downy mildew, fruit rot","cloudy weather, high humidity, water touching the leaves, over-watering the soil",Field care: Keep the watermelons off the wet soil by placing dry straw under them and water only at the root level. Natural control: Spray a mix of sour buttermilk and water on the leaves to stop white powdery spots. Spray if needed: Use a basic copper or sulfur powder spray if you see dark spots spreading on the leaves.,"{""uv_index"": ""6-9"", ""temp_max_c"": ""38"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""35-45"", ""optimal_temp_c"": ""24-32"", ""avg_yield_kg_ha"": ""25000-35000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_3c7ea6c3-01f4-422d-ab39-935589058c89,watermelon,Fruit Development,Early Fruit Growth and Sizing,61,80,llm,2026-06-26 13:50:23.829661+00:00,2026-06-26 13:50:23.829661+00:00,,"fruit fly, red pumpkin beetle, aphids, thrips","hot and dry weather, water dripping on leaves, weeds around the field, and leaving damaged fruits on the ground","Field care: Hang yellow and blue sticky traps near the plants, and use poison bait traps specifically for fruit flies. Natural control: Spray neem oil mixed with mild soap water on the leaves. Spray if needed: Use a mild chemical spray recommended by your local cooperative during early morning hours if the pest attack is very high.","powdery mildew, downy mildew, fruit rot","cloudy weather, high humidity, water pooling around the fruits, and touching plants when they are wet",Field care: Place dry grass or plastic sheets under the growing watermelons to keep them off the wet soil. Natural control: Spray a mixture of sour buttermilk and water on the leaves to stop white powdery spots. Spray if needed: Apply a basic copper-based medicine on the soil and leaves if you see dark spots spreading.,"{""uv_index"": ""8-11"", ""temp_max_c"": ""40"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""35-45"", ""optimal_temp_c"": ""24-32"", ""avg_yield_kg_ha"": ""25000-35000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""40-50"", ""soil_moisture_pct"": ""70-80""}"
csk_756858bc-c0c4-423d-937d-ec750f4f1e69,watermelon,Maturity and Harvesting,Fruit Ripening and Sweetening,81,100,llm,2026-06-26 13:50:23.829661+00:00,2026-06-26 13:50:23.829661+00:00,,"Fruit fly, red spider mites, aphids","Hot and dry weather, over-ripe fruits left on the ground, and weeds around the field",Field care: Keep the field clean and harvest ripe melons on time to prevent attracting flies. Natural control: Hang simple yellow sticky traps and plastic bottle fruit fly traps with sweet bait around the patch. Spray if needed: Use a mild neem oil spray on the leaves if you see tiny crawling pests.,"Fruit rot, powdery mildew, downy mildew","Water touching the fruits, cloudy weather, wet soil, and watering late in the evening",Field care: Place dry grass or small wooden blocks under the melons so they do not touch wet soil. Natural control: Spray sour buttermilk mixed with water on the leaves to stop white powdery spots. Spray if needed: Use a basic copper-based spray only if you see dark rotting spots on the fruits.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""40"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""25-32"", ""avg_yield_kg_ha"": ""25000-35000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""75-85"", ""soil_moisture_pct"": ""50-60""}"
csk_ef2d1e95-a798-4968-b2b4-aa3691f71f4f,coriander_(cilantro),Sowing and Germination,Seed Sprouting and Emergence,1,15,llm,2026-06-27 05:35:39.113920+00:00,2026-06-27 05:35:39.113920+00:00,,"ants, cutworms, aphids","dry soil, unrotted cow dung manure in the field, warm sunny days",Field care: Keep the soil moist but not wet to stop ants from carrying away seeds. Use well-rotted manure to avoid cutworms. Natural control: Sprinkle wood ash around the sowing lines to keep crawling insects away. Spray if needed: Spray neem water on the soil surface if you see tiny insects crawling near the emerging sprouts.,"seedling rot, damping-off","waterlogging in the beds, sowing seeds too deep, cloudy weather with high humidity",Field care: Make proper channels to drain out extra water from the beds and do not overwater. Natural control: Treat the seeds with friendly Trichoderma powder before sowing to protect them in the soil. Spray if needed: Spray copper-based blue medicine mixed in water on the soil if the young seedlings start falling over and rotting.,"{""uv_index"": ""4-6"", ""temp_max_c"": ""28"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""15-22"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_d6f13744-ec42-404b-a9b6-95dee92bd140,coriander_(cilantro),Vegetative Phase,Early Seedling Growth,16,30,llm,2026-06-27 05:35:39.113920+00:00,2026-06-27 05:35:39.113920+00:00,,"Aphids, leaf eating caterpillars","Cloudy weather, high humidity, and weeds growing around the young plants","Field care: Pull out all weeds regularly to keep the field clean. Natural control: Spray neem oil mixed with soapy water on the leaves. Spray if needed: Use a mild, safe insect spray from the local store if you see too many pests.","Damping-off, root rot","Too much water in the soil, poor drainage, and sowing seeds too close to each other",Field care: Do not let water stand in the field and keep the soil moist but not wet. Natural control: Mix friendly bio-fungicide powder like Trichoderma in the soil near the roots. Spray if needed: Spray a basic copper medicine on the soil and young plants if they start rotting.,"{""uv_index"": ""4-6"", ""temp_max_c"": ""28"", ""temp_min_c"": ""8"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""15-22"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-70"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""50-60""}"
csk_37d42ffd-d82a-4415-9cbe-9258a0c321b8,coriander_(cilantro),Vegetative Phase,Active Leafy Growth and Branching,31,50,llm,2026-06-27 05:35:39.113920+00:00,2026-06-27 05:35:39.113920+00:00,,"Aphids (green flies), thrips, leaf-eating caterpillars","Cloudy weather, high humidity, warm days, and weeds growing around the coriander plants","Field care: Pull out all weeds regularly to keep the field clean and let in sunlight. Natural control: Spray homemade neem seed kernel extract or neem oil mixed with a little soap water. Spray if needed: If the pest attack is very high, spray a mild, safe insect-killing medicine bought from the local store during the evening hours.","Powdery mildew (white ash-like powder on leaves), stem gall (swellings on stems), root rot","Cool nights with heavy morning dew, cloudy days, over-watering, and plants growing too close to each other","Field care: Avoid watering the field in the late evening and keep the soil moist but not muddy. Natural control: Spray a mixture of sour buttermilk and water, or use Trichoderma bio-powder mixed in compost near the roots. Spray if needed: If you see white powder on the leaves, spray a soluble sulphur powder mixed in water immediately to save the crop.","{""uv_index"": ""5-8"", ""temp_max_c"": ""28"", ""temp_min_c"": ""8"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""15-22"", ""avg_yield_kg_ha"": ""800-1200"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""30-40"", ""soil_moisture_pct"": ""50-60""}"
csk_72ec0f0c-13f7-46d0-8e73-f7c9ca322d95,coriander_(cilantro),Reproductive Phase,Flowering and Umbel Formation,51,75,llm,2026-06-27 05:35:39.113920+00:00,2026-06-27 05:35:39.113920+00:00,,"aphids, green caterpillars, thrips","cloudy weather, high humidity, cool nights, and too much nitrogen fertilizer","Field care: Remove weeds regularly and do not over-water the crop. Natural control: Spray neem oil mixed with liquid soap, or use yellow sticky traps to catch flying pests. Spray if needed: Use a mild, farmer-recommended pest spray only in the late afternoon to protect visiting honeybees.","powdery mildew, stem gall, wilt","cool mornings with heavy dew, cloudy days, and water standing in the field",Field care: Keep the field free of stagnant water and remove any infected plants immediately. Natural control: Spray sour buttermilk mixed with water or use bio-powders like Trichoderma in the soil. Spray if needed: Spray a basic sulfur powder mix on the leaves at the first sign of white ash-like spots.,"{""uv_index"": ""5-7"", ""temp_max_c"": ""28"", ""temp_min_c"": ""8"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""18-22"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""15-22"", ""avg_yield_kg_ha"": ""1000-1200"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""30-35"", ""soil_moisture_pct"": ""50-60""}"
csk_00394344-3859-48e3-acca-58dbc3186a10,coriander_(cilantro),Reproductive Phase,Seed Setting and Green Seed Stage,76,95,llm,2026-06-27 05:35:39.113920+00:00,2026-06-27 05:35:39.113920+00:00,,"Aphids (Lahi), Thrips, Seed Chalcid Wasp","Cloudy weather, high humidity, and warm day temperatures during the seed formation stage.","Field care: Keep the field free of weeds and monitor the green seed clusters daily. Natural control: Spray neem oil mixed with soapy water early in the morning. Spray if needed: If the pest attack is severe, spray a mild, recommended insecticide from your local cooperative store during the late afternoon to protect visiting honeybees.","Powdery Mildew (Chhachhiya), Stem Gall (Tumor disease), Grain Mold","Cool nights with warm days, heavy morning dew, and too much moisture in the soil.",Field care: Avoid watering the crop late in the evening and ensure good sunlight reaches the plants. Natural control: Spray sour buttermilk mixed with water on the crop. Spray if needed: Spray a soluble sulfur powder mixed in water as soon as you see the white powdery spots on the leaves or stems.,"{""uv_index"": ""5-7"", ""temp_max_c"": ""28"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""18-24"", ""avg_yield_kg_ha"": ""800-1200"", ""rel_humidity_pct"": ""40-50"", ""harvest_index_pct"": ""30-40"", ""soil_moisture_pct"": ""50-60""}"
csk_5f3a9fb0-ac1a-497e-a639-d1e30950f137,potato,Growth Stages,Sprout Development,0,10,llm,2026-06-27 01:20:23.644450+00:00,2026-06-27 01:20:23.644450+00:00,,"cutworms, white grubs, termites","dry soil, unrotted cow dung manure in the field, fields with previous crop residues","Field care: Flood the field lightly to force pests to the surface so birds can eat them, and manually collect and destroy grubs. Natural control: Mix neem cake powder into the soil around the ridges. Spray if needed: Apply neem oil mixed with soap water on the soil surface near the sprouts in the evening.","seed piece decay, damping off, black scurf","excessive soil moisture, poorly drained heavy clay soils, planting damaged or unhealed cut seed potatoes",Field care: Avoid overwatering and ensure water drains out of the field quickly. Natural control: Treat the soil with friendly Trichoderma bio-fungicide powder mixed with well-rotted compost before planting. Spray if needed: Spray the soil ridges with a simple copper-based blue medicine powder mixed in water if sprouts start rotting at the base.,"{""uv_index"": ""3-5"", ""temp_max_c"": ""25"", ""temp_min_c"": ""7"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""18-22"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""15-20"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""70-80"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_24581068-e731-495a-8fe1-2104e125e5dd,potato,Growth Stages,Vegetative Growth,10,30,llm,2026-06-27 01:20:23.644450+00:00,2026-06-27 01:20:23.644450+00:00,,"Aphids, Jassids, Whiteflies, Cutworms","Warm days with cloudy weather, dry soil conditions, and weeds growing around the potato plants.","Field care: Remove all weeds regularly and keep the soil loose around the plants. Natural control: Spray neem oil mixed with soapy water on the leaves, and use yellow sticky cards to catch flying pests. Spray if needed: Use a mild pest medicine from the local store if you see too many insects sucking the leaf juice.","Early Blight, Black Scurf, Damping Off","High humidity, cloudy days, wet soil, and planting potato seeds too close to each other.",Field care: Avoid watering the field too much and ensure extra water drains out quickly. Natural control: Mix friendly bio-fungicide powder like Trichoderma into the soil around the plants. Spray if needed: Spray a basic copper-based medicine on the leaves if dark spots start to appear.,"{""uv_index"": ""5-8"", ""temp_max_c"": ""30"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""20-25"", ""optimal_temp_c"": ""18-22"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""60-80"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""65-75""}"
csk_6a909e02-d836-463c-935e-b5fb79043219,potato,Growth Stages,Tuber Initiation/Set,30,45,llm,2026-06-27 01:20:23.644450+00:00,2026-06-27 01:20:23.644450+00:00,,"Aphids, Whiteflies, Potato Tuber Moth","Warm and dry weather, cracked soil that exposes growing potatoes, and weeds around the field",Field care: Keep the soil well-covered around the plant base to hide growing potatoes from moths. Natural control: Spray neem oil mixed with soapy water on the leaves. Spray if needed: Use a mild pest medicine from the local store if you see too many insects sucking the leaf juice.,"Early Blight, Late Blight, Black Scurf","Cloudy weather, cool nights with heavy morning dew, and water standing in the field",Field care: Drain out any extra water and remove weeds to let sunlight reach the soil. Natural control: Spray liquid waste from cows or friendly bio-fungicides like Trichoderma on the soil. Spray if needed: Spray a copper-based medicine on the leaves immediately if you see dark brown spots.,"{""uv_index"": ""4-6"", ""temp_max_c"": ""28"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""16-18"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""15-20"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""60-70"", ""harvest_index_pct"": ""10-15"", ""soil_moisture_pct"": ""70-80""}"
csk_6e3796ff-197e-402c-aede-5233e8c1c6eb,potato,Growth Stages,Tuber Bulking,45,80,llm,2026-06-27 01:20:23.644450+00:00,2026-06-27 01:20:23.644450+00:00,,"Aphids, whiteflies, potato tuber moth, leafhoppers","Warm and dry weather, cracked soil that lets moths reach the underground potatoes, and weeds around the field",Field care: Keep the soil well-covered around the plant base to close any cracks so moths cannot lay eggs on the potatoes. Natural control: Spray neem oil mixed with soapy water early in the morning. Spray if needed: Use a mild pest medicine recommended by your local cooperative if you see too many sticky leaves.,"Late blight, early blight, black scurf","Cloudy weather, cool nights with heavy dew, wet soil, and water standing in the field for too long","Field care: Drain out any extra water from the field and remove infected yellow leaves. Natural control: Spray the crop with liquid made from cow dung and neem leaves. Spray if needed: Spray a copper-based medicine on a clear, sunny day to stop the rot from spreading.","{""uv_index"": ""4-6"", ""temp_max_c"": ""28"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""16-19"", ""irrigation_mm"": ""35-45"", ""optimal_temp_c"": ""15-20"", ""avg_yield_kg_ha"": ""20000-30000"", ""rel_humidity_pct"": ""60-70"", ""harvest_index_pct"": ""60-70"", ""soil_moisture_pct"": ""70-80""}"
csk_fa0e7511-8f17-453d-8cbd-5f16bd21e714,potato,Growth Stages,Maturation,80,120,llm,2026-06-27 01:20:23.644450+00:00,2026-06-27 01:20:23.644450+00:00,,"Potato tuber moth, Aphids, Whiteflies","Dry soil, cracked soil, warm weather, and leaving harvested potatoes exposed in the open sun.","Field care: Keep the soil well-covered around the plants so tubers are not exposed to the sun, and fill any cracks in the soil. Natural control: Use light traps at night to catch moths and spray neem oil mixed with soapy water on the leaves. Spray if needed: If the pest attack is very high, spray a mild insect medicine recommended by your local cooperative shop during the evening.","Late blight, Early blight, Tuber rot","Cloudy weather, cool nights with heavy dew, wet soil, and water standing in the field.","Field care: Stop watering the crop 10 to 14 days before digging them out, and cut the top green leafy parts if blight is seen. Natural control: Spray the crop with liquid cow dung extract or sour buttermilk mixed in water to prevent rot. Spray if needed: Spray a basic blue copper medicine on the leaves if you see dark spots spreading fast.","{""uv_index"": ""3-5"", ""temp_max_c"": ""28"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""16-18"", ""irrigation_mm"": ""15-25"", ""optimal_temp_c"": ""15-20"", ""avg_yield_kg_ha"": ""20000-30000"", ""rel_humidity_pct"": ""60-70"", ""harvest_index_pct"": ""75-85"", ""soil_moisture_pct"": ""50-60""}"
